,GSE000000
7323,11.3841
7324,7.2348
7325,6.0189
7326,10.3624
7327,12.9462
7328,11.07935
7329,11.4089
733,8.78535
7332,12.644
7334,9.777
7335,12.78145
7336,9.4176
7337,8.9384
734,7.4714
7341,9.8758
7342,12.7341
7343,9.3703
7345,9.3562
7347,13.1284
7348,1.3279
7349,9.4742
735,1.3279
7350,1.3279
7351,10.6654
7352,12.8914
7353,13.72795
735301,12.6636
7355,7.3572
7356,8.0763
7357,10.3231
7358,10.7019
7360,12.6134
7363,2.7152
7364,6.9782
7365,11.7769
7366,13.0769
7368,9.4699
7369,9.0412
7371,11.679
7372,12.8389
7373,7.4366
7374,13.6592
7375,12.4153
7376,7.6641
7378,8.79855
7379,1.3279
738,12.7747
7380,7.5047
7381,11.16435
7384,13.4273
7385,14.5899
7386,15.2568
7388,16.6715
7389,12.6947
7390,9.1039
7391,5.1247
7392,10.98155
7398,12.1258
7399,1.3279
740,11.9818
7401,3.68225
7402,7.49
7403,9.12065
7404,1.3279
7405,8.4061
7407,11.9583
7408,13.0935
7409,10.3885
741,9.1983
7410,7.8913
7411,10.5297
7412,7.9329
7414,12.6346
7415,15.2933
7416,12.72685
7417,13.9796
7419,12.3753
7421,12.5406
7422,11.37585
7423,13.2261
7424,7.8507
7425,7.8424
7428,17.5013
7429,14.1718
7430,13.7171
7431,14.7422
7432,1.3279
7433,10.4187
7434,5.463
7436,4.4073
7439,5.0728
744,2.5801
7441,1.3279
7442,6.47215
7443,10.828
7444,9.6048
7447,9.5699
7448,5.4238
745,9.4388
7450,8.38655
7453,11.6843
7454,7.9719
7455,7.23495
7456,6.7171
7458,15.2907
746,15.0712
7461,9.02325
7462,13.12925
7464,11.61685
7465,10.7626
7466,9.3084
7468,7.729
7469,10.0969
747,8.4383
7471,4.7176
7472,6.3437
7473,7.169
7474,10.3676
7475,6.6695
7476,5.3966
7477,1.3279
7478,1.3279
7479,1.3279
7480,8.152
7481,9.6325
7482,6.5689
7483,1.3279
7484,5.2007
7485,9.1663
7486,10.4069
7490,1.3279
7494,16.0119
7498,11.632
7499,3.60205
750,5.5754
7503,14.8252
7504,12.0316
7507,8.80695
7508,8.7414
751071,9.8363
7511,9.7042
7512,3.2697
7514,11.6995
7515,12.521
751580,9.369
7516,11.2128
7517,14.5961
7518,8.0728
752,5.63525
7520,9.69805
752014,5.1761
7525,10.7184
7528,13.0337
7529,14.3029
753,8.895
7531,7.8659
7532,14.3366
7533,12.861
7534,13.8314
7535,6.0399
7536,12.1372
7538,13.2997
7539,4.6635
754,12.6911
7541,8.5838
7542,8.3845
7543,6.7269
7544,1.3279
7545,1.3279
7546,6.5716
7547,1.3279
7549,7.42795
755,8.4067
7551,6.1119
7552,5.3583
7553,8.21985
7554,8.993
7555,12.2159
7556,8.32785
7559,11.9093
7561,9.0089
7562,1.3279
7564,7.3858
7565,8.7582
7566,9.5952
7567,8.9013
7568,8.9959
7569,9.5188
757,8.1371
7570,12.8306
7571,8.35075
7572,10.54175
7574,8.7288
7576,9.1471
7577,8.8849
7579,7.593
758,3.20265
7580,9.2845
7581,10.3133
7582,12.5415
7584,7.8861
7586,12.6389
7587,11.9157
7589,7.1835
759,5.9206
7592,5.1965
7593,11.4425
7594,4.3485
7596,6.6327
7597,7.5912
760,9.4597
761,4.9513
762,6.8868
7620,9.2779
7621,7.4936
7625,7.0118
7626,9.1713
7627,9.49095
7629,6.4869
763,6.3974
7633,7.8899
7634,4.1264
7637,9.8603
7638,5.8936
7639,13.2927
7643,2.9724
7644,9.6206
765,4.3155
7652,10.8665
766,3.5121
767,10.434
7673,6.8124
7675,8.1507
767558,11.0904
7678,10.5563
767811,3.75555
767846,12.11045
768,8.9587
768096,9.65
768097,6.7971
7681,4.6353
768206,6.5236
768211,6.74125
768239,1.3279
7686,9.1095
7690,11.8635
7691,5.6132
7692,9.8253
7693,7.3098
7694,3.9276
7695,9.3702
7696,10.10305
7697,9.012
7699,4.6035
770,6.071
7700,10.8976
7701,8.8365
7702,10.0462
7703,6.932
7704,8.0372
7705,10.6491
7706,12.9376
7707,8.8988
7709,10.3755
771,11.6554
7710,3.32455
7711,8.6921
7712,10.9474
7716,11.7079
7718,11.2515
7726,10.0285
7727,6.98335
7728,7.1116
773,5.4664
7730,7.899
7732,7.6044
7733,8.7004
7737,12.3747
7738,9.1598
7739,11.1894
774,6.4728
7741,8.691
7743,10.3829
7745,6.0115
7746,8.9037
7748,11.384
775,9.04265
7750,11.2056
7752,10.1735
7753,8.1418
7754,10.8258
7755,11.6257
7756,11.5516
7757,8.057
776,6.6729
7760,7.0382
7761,6.3701
7762,9.47605
7763,12.0601
7764,11.15005
7766,9.0618
7767,8.6647
7768,7.1864
7769,10.1691
777,4.0855
7770,7.989
7771,9.024
7772,1.3279
7773,7.2418
7775,8.6319
7776,6.9187
7779,10.1963
778,3.744
7780,6.5959
7781,8.0528
7782,7.6457
7783,3.5618
7784,5.9264
7786,5.0058
7789,5.879
779,3.8849
7791,10.422
7798,6.6442
7799,7.9783
780,8.45795
7802,1.3279
7803,11.7451
7804,8.8466
7805,10.725
780529,1.3279
780776,5.3764
7809,1.3279
781,5.52125
7812,13.6526
7813,9.06125
7818,15.0052
782,4.2409
7827,9.4097
783,7.7048
7832,13.6445
7837,10.64475
784,9.3481
7840,8.62405
7841,14.2896
7844,12.1463
7846,13.2207
7849,6.2299
785,3.7053
7850,9.9091
7851,11.568
7852,11.7088
7855,12.1982
7857,3.0895
786,4.0814
7862,7.4604
7866,12.2689
7867,11.3566
7869,13.4683
7871,10.548
7873,14.6591
7874,9.3904
7879,13.394
788,9.6273
7881,3.9517
7884,11.6088
78986,6.3026
78987,8.76575
78988,12.7715
78989,7.8022
78990,6.7779
78991,10.663
78992,12.5988
78994,10.1169
78995,6.50185
78996,9.2798
78997,4.0315
78998,3.9411
78999,12.64815
790,9.3936
79000,8.7848
79001,6.723
79002,11.8227
79003,9.7091
79004,11.0005
79005,12.2853
79006,12.4211
79007,6.8508
79009,6.1523
79012,3.32955
79015,6.1992
79016,9.2617
79017,6.0088
79018,5.6068
79019,9.3931
79020,8.1574
79022,13.8909
79023,12.0422
79025,7.1906
79026,11.0744
79027,10.9982
79029,9.38925
7903,4.23675
79031,12.3395
79033,9.4916
79034,10.8332
79035,8.4303
79036,9.5854
79037,8.7439
79038,13.4141
79039,11.41895
79041,7.6243
79042,13.899
79047,8.83255
79048,8.8989
7905,13.6653
79050,11.3033
79053,12.7461
79054,2.05555
79056,8.1164
79057,5.33495
79058,7.3271
79064,12.3517
79065,7.20715
79066,9.4034
79068,8.58785
79070,9.8379
79071,6.84915
79072,10.033
79073,12.0106
79074,9.8699
79075,8.3419
79077,14.0367
79078,11.1355
79080,13.942
79081,13.506
79083,10.40165
79084,10.4381
79085,8.8734
79086,11.32465
79087,8.651
79088,10.7004
79089,10.3511
79090,11.9316
79091,9.0229
79092,9.32585
79094,7.95265
79095,10.9029
790952,2.9878
790953,7.8563
790955,13.9811
79096,9.05965
79097,1.3279
79098,9.9955
79100,9.6461
79101,12.7264
79102,11.4588
79104,4.215
79109,8.8188
791114,1.3279
791115,1.3279
7913,13.2927
79132,10.0058
79133,10.7989
79134,9.49575
79135,12.4761
79136,6.8618
79137,8.9508
79139,10.2914
79140,7.0465
79142,9.1108
79143,10.2024
79144,15.83185
79145,11.6173
79147,7.8332
79148,9.5517
79149,7.9977
7915,9.1437
79150,10.6468
79152,13.0922
79153,7.9805
79154,7.9073
79155,7.9609
79156,7.3778
79157,9.9587
79158,11.16095
79159,12.2175
7916,8.4408
79160,1.3279
79161,10.9865
79165,8.1223
79166,1.3279
79168,5.6775
79169,11.5305
7917,14.1086
79170,14.1958
79171,12.2817
79172,7.71135
79173,11.3039
79174,11.9548
79175,7.07315
79176,12.9241
79177,9.9508
79178,9.288
7918,12.5338
79180,13.4998
79183,9.10345
79184,11.0269
79187,10.5909
79188,10.9142
7919,9.1747
79190,1.3279
79191,9.3982
79192,1.3279
7920,9.0543
7922,10.2799
79228,7.4959
7923,11.2745
79230,10.2004
79258,5.9722
79269,7.66295
79290,4.34235
79295,4.4055
793,1.3279
79310,1.3279
79315,7.8495
79317,1.3279
7932,1.3279
79324,4.2671
79339,1.3279
79345,1.3279
7936,13.4811
79363,6.32365
79364,9.8817
79365,7.9309
79366,8.6785
79368,5.8226
79369,5.0339
79370,8.4926
794,3.5451
7940,9.7907
79400,1.3279
7941,10.1296
79411,8.8674
79412,9.2491
79413,4.8496
79414,10.8618
79415,8.01995
7942,12.19985
79441,8.1538
79442,6.8552
79443,10.8473
79444,5.7955
79446,4.9595
79447,9.0907
79465,3.8342
79469,8.65785
79473,1.3279
795,1.3279
79544,1.3279
7955,5.1717
79567,10.8685
79568,12.0297
7957,4.7214
79570,5.4298
79571,10.0183
79572,10.25895
79573,9.1871
79574,14.0814
79575,9.7284
79576,10.2796
79577,8.3586
79581,14.962
79582,5.555
79583,4.84945
79585,10.9001
79586,11.9622
79587,14.4096
79589,3.0313
79590,12.5386
79591,9.7613
79594,10.3416
79595,11.52
79596,10.7636
79598,6.4868
796,4.4804
79600,11.4873
79602,12.2191
79603,5.7191
79605,4.6337
79607,9.6914
79608,1.3279
79609,9.185
79611,3.7429
79612,9.1689
79613,8.2224
79616,8.4268
79618,9.4652
79621,12.0703
79622,10.1326
79623,5.6309
79624,9.10425
79625,6.0651
79626,8.9028
79627,9.0259
79628,4.3011
79629,9.152
79630,12.1727
79631,9.75845
79632,5.11
79633,6.9508
79634,9.17675
79635,4.4679
79637,8.9233
79639,5.2817
79640,6.5217
79641,7.8647
79642,5.5294
79643,8.2359
79644,8.3453
79645,3.9958
79646,10.6469
79647,10.0788
79648,7.6754
79649,7.2833
7965,12.6825
79650,12.4022
79651,11.9792
79652,9.0107
79654,9.6992
79656,7.6965
79657,9.5858
79658,5.3253
79659,6.9943
79660,12.0269
79661,10.7835
79663,5.51645
79664,7.888
79665,8.1469
79666,11.6466
79667,6.617
79668,9.8971
79669,10.356
79670,6.9471
79671,11.3026
79672,12.1761
79673,9.54695
79674,4.2611
79675,11.794
79676,9.1315
79677,9.9529
79679,4.2647
79680,12.2661
79682,11.1784
79683,9.36405
79684,8.238
79685,10.74825
79686,10.2404
79689,5.38295
79690,5.9963
79691,10.9874
79692,11.14195
79693,12.5126
79694,7.77705
79695,10.1646
79696,8.3859
79697,11.0502
79698,4.4507
79699,8.92155
79701,7.9388
79703,6.5125
79705,8.9343
79706,9.79465
79707,9.2675
79709,8.1394
79710,11.054
79711,10.1875
79712,8.85415
79713,11.4216
79714,10.7646
79716,10.9671
79717,10.29805
79718,11.1845
79719,12.5215
79720,12.0057
79722,1.3279
79723,9.8692
79724,11.3559
79725,6.7917
79726,10.3325
79727,2.4646
79728,8.6164
79729,8.29505
79730,9.3591
79731,10.2721
79733,7.626
79734,7.0237
79735,8.2118
79736,9.7437
79738,8.5932
79739,4.3117
79740,1.3279
79741,3.7955
79742,5.2953
79744,4.8758
79745,6.6046
79746,7.5041
79747,3.49065
79748,7.5178
7975,10.0649
79750,2.79125
79751,10.3524
79752,11.9034
79753,7.6096
79754,10.4771
79755,4.9588
79758,8.8611
79759,11.6618
7976,8.8324
79760,11.5875
79762,7.54
79763,10.238
79767,10.6087
79768,7.6266
79770,7.588
79772,6.5265
79774,9.0917
79776,1.3279
79777,8.157
79778,12.2361
7978,8.304
79780,9.9522
79781,4.193
79782,9.2561
79783,4.885
79784,11.4827
79785,1.3279
79786,7.7072
79788,5.609
79789,11.5767
7979,14.85
79791,7.4024
79792,9.5578
79794,9.444
79796,8.3147
79797,4.9079
79798,11.2787
79799,1.3279
7980,8.132
79800,7.695
79801,8.4969
79802,3.8438
79803,13.5144
79804,1.3279
79805,5.70545
79807,6.844
79809,8.6725
79810,3.89145
79811,8.8627
79812,6.674
79813,7.234
79814,10.6677
79815,8.0856
79816,6.32655
79817,9.5451
79818,8.687
79819,7.338
7982,8.1536
79820,9.4915
79822,5.913
79823,7.05205
79825,5.169
79827,8.8109
79828,9.5634
79829,7.8673
79830,9.3506
79831,11.1018
79832,8.9401
79833,11.1299
79834,11.4132
79836,9.49995
79837,9.3964
79838,13.5432
79839,6.98035
7984,11.4402
79840,8.7867
79841,5.8
79842,8.1734
79843,4.5571
79844,8.8305
79845,10.0747
79846,6.4018
79847,8.67775
79848,9.2887
79849,8.9247
79850,10.6279
79852,11.973
79853,4.256
79854,8.4799
79856,6.6038
79857,5.6677
79858,6.54535
79860,6.1894
79861,8.1194
79862,6.9417
79863,10.3804
79864,5.98295
79865,5.9174
79866,10.5532
79867,6.3448
79868,10.86495
79869,12.2463
79870,4.1287
79871,9.7505
79872,8.8355
79873,8.737
79874,12.13975
79875,6.9701
79876,6.06435
79877,7.6757
79879,6.45175
7988,10.2524
79882,10.5359
79883,7.6497
79884,5.33625
79885,6.6322
79886,9.3084
79887,15.7698
79888,8.5666
79890,7.9199
79891,4.4293
79892,11.7956
79893,11.4022
79894,10.3029
79895,5.564
79896,8.3439
79898,9.5979
79899,8.4418
799,4.1707
79901,8.32635
79902,11.1343
79903,9.9126
79904,9.4595
79905,8.4305
79906,7.5157
79908,9.1352
7991,6.7457
79912,9.51055
79913,7.6048
79915,7.2197
79917,6.8071
79918,9.5891
79919,5.4587
79921,12.984
79922,9.7195
79923,8.119
79924,9.03875
79925,7.3444
79927,7.6723
79929,9.0539
7993,9.8847
79930,8.3888
79931,5.3443
79932,9.4067
79933,1.3279
79934,5.6689
79935,7.0412
79937,4.2423
79939,11.139
7994,11.1053
79940,1.3279
79943,9.9778
79944,7.991
79946,7.8621
79947,5.7625
79948,1.3279
79949,8.9158
79953,6.6162
79954,8.4196
79955,3.35505
79956,10.111
79957,10.3587
79958,8.1293
79959,7.4991
79960,8.6118
79961,12.8077
79962,9.3541
79963,7.4285
79966,5.1665
79968,6.2714
79969,9.0426
79970,8.3711
79971,9.135
79973,9.1596
79974,6.1684
79977,8.60415
79979,9.8891
79980,10.439
79981,7.5799
79982,10.8443
79983,11.753
79986,6.638
79987,6.6137
79989,6.0988
79990,10.3098
79991,9.1016
79992,7.5345
79993,8.2555
79998,6.35
800,12.3056
8000,4.393
80000,1.3279
80003,5.47565
80004,12.5349
80005,8.41195
80006,7.3457
80007,9.6461
80008,3.9391
8001,1.3279
80010,10.1072
80011,10.096
80012,11.7085
80013,9.4353
80014,1.3279
80017,9.8292
80018,9.7593
80019,8.7898
80020,7.18435
80021,10.2726
80022,7.3158
80023,7.9112
80024,11.0121
80025,10.9825
80028,7.9321
80031,3.4296
80032,3.825
80034,6.1188
80035,16.7527
80036,4.8624
80039,1.3279
80045,4.423
80054,6.816
80055,7.825
80059,1.3279
80060,11.048
80063,11.4273
80067,9.828
80069,5.6643
80070,1.3279
80071,7.0757
80072,4.2339
80078,5.4438
80094,6.5531
80095,7.7818
80097,16.8194
80099,1.3279
801,10.9833
80108,5.2862
80110,9.67625
80111,2.7656
80114,5.1702
80115,9.89265
80117,10.6291
80119,10.1187
80122,2.35965
80124,9.95895
80125,7.4113
80127,6.42165
80128,6.2309
80129,6.7549
8013,4.1406
80131,10.0504
80133,1.3279
80135,6.90235
80139,8.73605
80142,9.2437
80143,11.4209
80144,3.0864
80145,13.3261
80146,9.66
80148,8.2997
80149,11.8076
80150,14.772
80152,6.9876
80153,9.441
80154,8.8639
80155,6.7689
80157,8.9455
80161,6.8762
80162,7.4918
80164,14.10905
80167,7.9848
80168,5.7153
80169,6.7825
80173,7.89605
80174,4.34825
80176,10.2739
80177,5.1727
80178,9.709
80179,11.41385
80183,10.8027
80184,9.7183
80185,7.0989
8019,10.54575
80194,12.0027
80195,7.3355
80196,11.4883
80198,11.5016
80199,7.6552
80201,10.75035
80204,8.0445
80205,11.70225
80206,7.3216
80207,8.96015
80208,12.6379
80209,9.23335
8021,10.1459
80210,8.437
80212,10.8069
80213,9.2082
80215,7.1525
80216,13.9167
80217,1.3279
80218,12.35115
80219,8.84575
8022,9.2902
80221,9.5575
80222,7.2904
80223,11.50685
80224,11.8211
80227,11.78725
80228,7.1075
80230,11.26895
80231,7.324
80232,10.8139
80233,8.3979
80235,13.6243
80237,9.6544
80243,5.4865
80254,10.4905
80255,9.7269
80256,8.1009
80258,4.296
80262,10.3037
80263,8.1708
80264,8.87205
80267,9.6832
8027,7.74095
80270,10.8196
80271,11.7247
80273,10.2115
80274,7.6349
80279,10.8467
8028,9.6623
8029,1.3279
80298,9.515
8030,12.72435
80301,10.0665
80303,3.70395
80304,7.7179
80305,7.5412
80306,5.067
80307,7.2712
80308,10.1274
80309,2.7738
8031,12.45265
80310,6.5413
80311,5.215
80312,4.9182
80313,7.7176
80314,10.5229
80315,10.2732
80316,1.3279
80317,7.2955
80318,9.5821
80319,8.0223
80320,9.6349
80321,9.947
80323,7.9733
80324,10.723
80325,12.00715
80326,5.5395
80328,7.7808
80329,3.99325
80331,9.6744
80332,7.7781
80333,6.2521
80335,10.5268
80336,7.216
80339,5.9462
8034,10.8061
80341,7.7014
80342,8.199
80343,2.72605
80344,10.7658
80345,8.5121
80346,10.7323
80347,11.106
80349,12.0884
80350,1.3279
80351,8.5744
80352,7.2071
8036,10.5065
8038,6.4171
80380,3.1449
80381,10.2875
8045,9.4836
8048,1.3279
805,14.2677
8050,9.5675
8061,6.6952
8065,10.7976
80700,9.654
80704,8.355
80705,5.91795
80709,5.6173
80712,1.3279
80714,10.0508
80723,5.7313
80724,8.2084
80725,3.2607
80726,8.1905
80727,10.694
80728,7.438
8073,11.7896
80731,3.7861
80736,12.1878
80737,10.8583
80739,6.6477
8074,4.1231
80740,9.7977
80741,7.3103
80742,6.9375
80745,6.76805
80746,9.2038
80755,10.0571
80757,7.3067
80758,5.9943
80759,4.60545
8076,10.2162
80760,4.8255
80761,8.0115
80762,11.14325
80763,3.6509
80764,8.2742
80765,10.5169
80772,11.073
80774,6.0849
80775,7.29735
80776,10.5744
80777,8.747
80778,7.7631
8078,8.8266
80781,12.6774
80789,6.4512
8079,11.9837
80790,11.2102
808,11.5485
80816,4.3554
80817,6.00715
80818,4.9904
8082,9.0625
80820,9.366
80821,7.7331
80823,7.2773
80824,8.184
80829,10.69365
80830,9.598
80831,1.3279
80832,6.9973
80833,8.3196
80834,1.3279
80835,5.0622
8085,10.5596
80851,5.65545
80852,3.1241
80853,11.02785
80854,7.05905
80856,8.15665
8086,10.6422
80862,5.17755
80863,7.4196
80864,10.0428
80868,3.22015
8087,12.2768
8089,10.8929
80895,9.2784
80896,6.90655
8091,8.4982
8092,1.3279
80975,4.9894
8099,14.0959
81,12.7934
810,9.6974
8100,10.5026
81025,1.3279
81027,1.3279
81029,6.6584
81030,6.33515
81031,11.0165
81033,3.2218
81034,10.8168
81035,6.8077
81037,12.3325
81050,1.3279
8106,13.9741
811,16.8236
8110,6.4443
8111,8.6357
81127,1.3279
8115,7.7764
81168,1.3279
8120,1.3279
8123,1.3279
8125,8.9221
8128,3.2307
81282,5.2597
81285,4.8936
813,11.4737
81300,1.3279
81309,6.7172
8131,11.0569
81318,3.173
81327,1.3279
81328,7.0897
81341,3.93815
8139,8.1443
81392,1.3279
814,4.8954
8140,9.7892
81439,5.6125
81442,1.3279
81448,6.8469
81469,4.8983
81470,1.3279
81472,3.49
8148,11.0125
81488,1.3279
81490,12.4939
81491,5.0676
81492,1.3279
81493,9.5693
81494,1.3279
815,2.42335
81501,3.2449
81502,9.79515
8153,1.3279
81532,10.3747
81533,11.5908
81537,7.7106
81539,13.4046
81542,13.6319
81543,6.29585
81544,6.6386
81545,10.2695
81550,7.28455
81551,6.652
81552,11.7272
81553,7.9782
81554,7.3407
81555,10.35865
81556,10.9112
81557,6.2142
81558,10.2264
81559,9.9116
81562,10.825
81563,10.9833
81565,8.78445
81566,9.9836
81567,12.1036
81569,6.3527
81570,8.7431
81571,5.9909
81572,11.7425
81573,7.7703
81575,8.56215
81576,13.0357
81577,10.0716
81578,4.8419
81579,9.8335
816,4.4707
81602,8.373
81603,12.2305
81605,8.81075
81606,6.19225
81607,10.7735
81608,11.1603
81609,10.11525
8161,10.9574
81610,10.3627
81611,10.0288
81614,12.9179
81615,5.5105
81616,3.9943
81617,7.82535
81618,14.47665
81619,8.73805
81620,11.438
81621,11.4874
81622,9.5275
81623,1.3279
81624,9.5096
81626,3.0331
81627,8.3638
81628,8.6557
81629,5.7113
81631,11.02475
8165,11.1599
81669,9.059
81671,13.257
81688,14.084
81689,8.6126
81691,7.3956
81693,12.5041
81696,7.9655
81697,5.5574
81698,10.0959
817,9.1505
8170,6.5769
81704,6.9104
81706,10.161
8174,7.6743
8175,12.0742
8178,8.25975
81786,9.7015
81787,12.6676
81788,12.9056
81789,7.3933
81790,6.79295
81792,4.4526
81793,5.6557
81794,8.1116
81796,1.3279
81797,1.3279
818,10.0927
81831,7.6312
81832,2.6127
81833,6.9601
81839,12.0605
81844,11.0625
81846,9.812
81847,9.381
81848,8.22205
81849,8.7946
81850,14.185
81851,3.5016
81853,13.89585
81854,5.6465
81855,9.7068
81857,11.06375
81858,12.86585
8187,10.5977
81870,1.3279
81871,2.9327
81872,7.4669
81873,12.4061
81875,10.5152
81876,10.26895
81887,12.4255
81888,11.74285
81889,9.2038
8189,13.825
81890,6.4329
81892,15.1307
81893,10.1865
81894,9.9513
819,7.2165
8190,9.0289
8192,13.8737
81926,9.4238
81928,8.2335
81929,9.70905
8193,8.3946
81930,7.5791
81931,9.252
81932,8.9578
8195,11.891
820,3.2157
8200,6.3067
8202,8.1576
8204,11.95085
8208,9.7574
8209,11.4086
821,10.41765
8216,9.0276
8218,6.1078
822,13.2434
8220,8.1002
8224,2.9852
8225,10.74855
8226,10.8946
8227,12.9008
8228,7.8613
823,10.5028
8233,8.4048
8237,7.6884
8239,10.4598
824,14.8842
8241,10.8369
8242,8.86585
8243,9.4061
825,8.8323
826,14.3268
8260,11.06345
8263,13.0357
8266,8.16625
8269,10.5836
827,6.7844
8270,12.9301
8273,11.8634
8277,7.1758
828,7.7982
8284,6.4196
8287,1.3279
8288,1.3279
8289,8.9803
829,12.2283
8290,17.4927
8291,7.5002
8292,4.5475
8293,10.3723
8294,12.2944
8295,9.8524
830,10.581
8301,11.67355
8302,7.6492
8303,8.539
8309,9.6633
831,13.9674
8310,7.8982
8312,9.1605
8313,12.33455
8314,9.1195
8315,9.1809
8317,8.7078
8318,11.4787
832,6.06285
8320,8.3959
8321,9.5508
8322,9.9747
8323,9.7912
8324,9.5992
8325,7.4082
83259,1.3279
8326,8.6892
8328,6.0774
8329,10.312
833,9.1239
8330,14.0063
8331,14.2506
8332,8.3935
8334,10.6924
8335,10.4041
8336,12.13335
8338,12.9624
8339,10.7516
83394,6.14285
834,13.9798
8340,13.1053
83401,6.3326
8341,9.8234
83416,5.9105
83417,1.3279
8342,12.5955
8343,8.5751
83439,6.7074
8344,7.8739
83440,9.6928
83442,10.0714
83443,14.9657
83444,7.1747
83445,5.73435
83446,1.3279
83447,1.3279
83448,5.4163
83449,6.9592
8345,12.8373
83450,1.3279
83451,9.9715
83452,5.7008
8346,12.457
83460,11.9788
83461,10.3716
83463,9.494
83464,10.7397
83468,4.74105
8347,10.5943
83473,5.43625
83475,8.7579
83478,5.0774
83479,8.9178
8348,12.3559
83480,11.8499
83481,10.9393
83482,1.3279
83483,9.083
8349,5.70575
835,10.31595
8350,14.8993
8351,14.4012
8352,12.6873
8353,15.0588
83538,5.8364
83539,1.3279
8354,9.8249
83540,10.0809
83541,13.1555
83543,7.58915
83544,9.3581
83546,6.38635
83547,8.2665
83548,11.0123
83549,8.4295
8355,12.6685
83550,1.3279
83551,2.956
8356,14.555
8357,9.6788
8358,13.4613
8359,9.4847
83590,13.8468
83591,7.0364
83592,6.7381
83593,6.918
83594,9.1406
83595,4.508
83596,11.72525
83597,1.3279
836,10.35435
8360,12.5527
83604,6.6483
83605,10.4937
83606,9.16705
83607,11.9525
83608,10.2514
8361,11.1905
8362,13.67725
8363,13.613
83636,9.4375
83637,12.7621
83638,10.2975
83639,6.6532
8364,17.5919
83640,11.4738
83641,11.0079
83642,8.9339
83643,10.0846
83647,3.0219
83648,6.07285
8365,12.8476
83650,5.105
83655,1.3279
83656,5.0867
83657,2.4199
83658,11.5302
83659,3.1097
8366,15.4716
83660,13.1166
83661,4.8844
83666,10.6206
83667,6.9776
8367,13.7484
8368,12.0316
8369,6.592
83690,1.3279
83692,8.31835
83693,7.407
83694,7.45595
83695,11.0356
83696,10.8582
83697,5.7166
83698,1.3279
83699,10.58545
837,12.9758
8370,1.3279
83700,5.6402
83706,7.2994
83707,11.9027
83714,8.5576
83715,5.5888
83716,5.8368
83719,9.207
8372,8.27365
83723,11.2105
83729,5.3749
83732,10.7328
83733,1.3279
83734,5.85805
83737,8.5683
83740,5.5197
83741,1.3279
83742,13.8451
83743,11.0622
83744,7.6689
83746,7.6866
83752,9.4438
83755,6.8531
83756,8.0211
83758,6.8607
83759,9.7575
83786,8.5201
83787,12.5692
8379,7.7071
83795,1.3279
838,12.0114
8382,2.9043
8383,1.3279
83844,1.3279
83849,6.88435
83850,3.2573
83851,1.3279
83852,10.63025
83853,7.8314
83854,5.9613
83855,12.52
83856,7.38645
83857,7.8322
83858,13.2182
8386,4.3175
83860,10.3828
83861,10.3887
83862,11.1155
83863,5.564
83864,1.3279
83866,1.3279
83867,1.3279
83868,5.1425
83869,12.373
8387,7.2398
83871,7.384
83872,5.3251
83873,4.259
83874,9.4799
83875,7.7099
83876,2.66205
83877,11.5392
83878,4.0853
83879,11.9678
83881,1.3279
83882,7.5505
83884,3.9222
83886,4.7377
83887,1.3279
83888,1.3279
83889,3.6889
83890,3.7776
83891,8.2789
83892,10.1598
83893,1.3279
83894,1.3279
83895,4.44025
83896,6.85085
83897,4.1971
839,11.9281
8390,1.3279
83900,1.3279
83901,1.3279
83902,1.3279
83903,5.5126
8392,7.2234
83930,10.3328
83931,13.954
83932,8.5994
83933,7.3502
83935,7.914
83937,7.3641
83938,6.7957
83939,10.0336
8394,4.7196
83940,10.141
83941,11.85365
83942,1.3279
83943,9.7099
8395,9.1224
83953,4.8944
83954,1.3279
83955,14.7311
83956,6.738
83959,9.662
8396,9.37425
8398,6.71665
83982,14.0723
83983,5.2945
83985,8.5778
83986,9.0588
83987,5.21125
83988,4.442
83989,10.5258
8399,12.9031
83990,6.5699
83992,8.9537
83998,13.43055
83999,7.4158
840,8.9981
84000,6.1938
84002,11.5678
8402,9.0577
8403,1.3279
84033,5.8234
84034,11.3736
8404,10.9771
8405,10.7168
84054,4.6538
84056,8.9743
84057,9.5733
84058,9.7549
84059,7.3058
8406,7.0154
84060,8.722
84061,10.6075
84062,10.1068
84063,8.05835
84064,11.5735
84065,7.7083
84066,2.9209
84067,13.2122
84068,6.37565
84069,7.5429
8407,12.2132
84070,5.5231
84071,6.3884
84072,4.8605
84073,7.1839
84074,2.68825
84075,1.3279
84076,1.3279
84077,4.535
84078,9.2692
84079,8.914
8408,9.4934
84080,10.8326
84081,10.06505
84083,7.36095
84085,10.2323
8409,10.0127
841,8.6881
84100,7.1878
84101,1.3279
84102,9.0875
84103,1.3279
84105,10.4435
84106,7.9401
84107,7.1945
84108,8.95
84109,1.3279
8411,11.6562
8412,10.3329
84124,11.4386
84125,1.3279
84126,6.7906
84128,11.6825
84129,8.6461
84131,9.3538
84132,6.68325
84133,11.76885
84134,10.5179
84135,8.1271
84138,10.5756
84140,7.5745
84141,1.3279
84142,8.5955
84144,7.48705
84146,11.20855
84148,12.5741
84152,12.286
84153,9.732
84154,12.2058
84159,8.8592
8416,6.8258
84162,10.0076
84163,7.8718
84164,8.6761
84166,9.2534
84167,9.9649
84168,6.8593
8417,9.7552
84171,5.9073
84172,8.96535
84173,7.6795
84174,3.5622
84176,3.7578
84179,7.7467
